园区,企业名称,曾用名,统一信用代码,注册号,法定代表人,企业类型,成立日期,注册资本,联系电话,公司网站,注册地址,经营范围,所属行业,股东信息,成员信息
,北京****技有限公司,,91110108MA01DK****,11010802570****,张****,有限责任公司(自然人投资或控股),2018/7/20,10(万元),6471****,,北京市通州区滨榆东路2号院15号楼2层201,技术开发、技术推广、技术转让、技术咨询、技术服务；计算机系统服务；基础软件服务；应用软件服务；软件开发；软件咨询；产品设计；模型设计；包装装潢设计；经济贸易咨询；文化咨询；体育咨询；公共关系服务；会议服务；工艺美术设计；电脑动画设计；企业策划、设计；设计、制作、代理、发布广告；市场调查；企业管理；企业管理咨询；组织文化艺术交流活动（不含营业性演出）；文艺创作；承办展览展示活动；影视策划；翻译服务；自然科学研究与试验发展；工程和技术研究与试验发展；医学研究与试验发展；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,专业化设计服务，社会经济咨询,史****（认缴额：0.10万元，实缴额：--，股东类型：自然人股东）张****（认缴额：9.90万元，实缴额：--，股东类型：自然人股东）,张****（执行董事）张****（经理）史****（监事）
,北京****慧教育科技有限公司,,91110108MA01CU****,11010802551****,郭****,有限责任公司(自然人投资或控股),2018/6/14,600(万元),1503325****,,北京市海淀区高梁桥斜街28号9号楼二层201室136,技术开发、技术推广、技术转让、技术咨询、技术服务；销售自行开发的产品；计算机系统服务；基础软件服务；应用软件服务；软件开发；产品设计；模型设计；包装装潢设计；教育咨询（中介服务除外）；经济贸易咨询；公共关系服务；会议服务；工艺美术设计；电脑动画设计；企业策划、设计；设计、制作、代理、发布广告；市场调查；企业管理咨询；组织文化艺术交流活动（不含营业性演出）；文艺创作；承办展览展示活动；翻译服务；自然科学研究与试验发展；工程和技术研究与试验发展；农业科学研究与试验发展；医学研究与试验发展；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,专业化设计服务，社会经济咨询,郭****（认缴额：323.73万元，实缴额：--，股东类型：自然人股东）荆****（认缴额：6万元，实缴额：--，股东类型：自然人股东）安****（认缴额：144.27万元，实缴额：--，股东类型：自然人股东）张****（认缴额：60万元，实缴额：--，股东类型：自然人股东）刘****（认缴额：24万元，实缴额：--，股东类型：自然人股东）李****（认缴额：18万元，实缴额：--，股东类型：自然人股东）曹****（认缴额：12万元，实缴额：--，股东类型：自然人股东）王****（认缴额：6万元，实缴额：--，股东类型：自然人股东）赵****（认缴额：6万元，实缴额：--，股东类型：自然人股东）,赵****（监事）郭****（经理）郭****（执行董事）
,北京****旭文化传媒有限公司,,91110108MA01CX****,,刘****,有限责任公司(自然人独资),2018/6/15,300(万元),,,北京市海淀区高梁桥斜街28号10号楼一层102室266,组织文化艺术交流活动（不含营业性演出）；承办展览展示活动；文艺创作；市场调查；工艺美术设计；技术开发、技术转让、技术咨询、技术服务；计算机系统服务；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；基础软件服务；应用软件服务；软件开发；软件咨询；产品设计；模型设计；包装装潢设计；教育咨询（中介服务除外）；经济贸易咨询；文化咨询；会议服务；企业策划；市场调查；企业管理咨询；影视策划；翻译服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,社会经济咨询，其他未列明商务服务业,刘****（认缴额：--，实缴额：--，股东类型：自然人股东）,刘****（经理）虞****（监事）刘****（执行董事）
,北京****化咨询有限公司,,91110108MA01EA****,11010802589****,邢****,有限责任公司(自然人投资或控股),2018/8/27,10(万元),1369311****,,北京市海淀区地铁六号院五路居站地下一层447,技术开发、技术推广、技术转让、技术咨询、技术服务；销售自行开发的产品；计算机系统服务；基础软件服务、应用软件服务；软件开发；软件咨询；产品设计；模型设计；包装装潢设计；经济贸易咨询；教育咨询（中介服务除外）；文化咨询；体育咨询；公共关系服务；工艺美术设计；电脑动画设计；企业策划、设计；设计、制作、代理、发布广告；市场调查；企业管理；企业管理咨询；健康管理、健康咨询（须经审批的诊疗活动除外）；组织文化艺术交流活动（不含营业性演出）；文艺创作；承办展览展示活动；会议服务；影视策划；翻译服务；自然科学研究与试验发展；工程和技术研究与试验发展；农业科学研究与试验发展；医学研究与试验发展；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；房地产咨询。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,专业化设计服务，社会经济咨询,刘****（认缴额：2万元，实缴额：--，股东类型：自然人股东）邢****（认缴额：2万元，实缴额：--，股东类型：自然人股东）邢****（认缴额：6万元，实缴额：--，股东类型：自然人股东）,"刘****（监事）邢****（经理,执行董事）"
,北京****科技有限责任公司,北京伊欧思尔科技有限公司,91110108MA01DJ****,11010802569****,吕****,有限责任公司(自然人投资或控股),2018/7/18,10(万元),1312032****,,北京市海淀区高梁桥斜街28号9号楼三层301室202,技术开发、技术推广、技术转让、技术咨询、技术服务；计算机系统服务；基础软件服务；应用软件服务；软件开发；软件咨询；产品设计；模型设计；包装装潢设计；经济贸易咨询；文化咨询；体育咨询；公共关系服务；会议服务；工艺美术设计；电脑动画设计；企业策划、设计；设计、制作、代理、发布广告；市场调查；企业管理；企业管理咨询；组织文化艺术交流活动（不含营业性演出）；文艺创作；承办展览展示活动；影视策划；翻译服务；自然科学研究与试验发展；工程和技术研究与试验发展；医学研究与试验发展；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,专业化设计服务，社会经济咨询,吕****（认缴额：--，实缴额：--，股东类型：自然人股东）李****（认缴额：--，实缴额：--，股东类型：自然人股东）,李****（监事）吕****（经理）吕****（执行董事）
,北京****斯科技有限公司,,91110108MA01DP****,,伊****,有限责任公司(自然人投资或控股),2018/7/24,10(万元),1861138****,,北京市海淀区高梁桥斜街28号9号楼三层302室211,技术开发、技术推广、技术转让、技术咨询、技术服务；计算机系统服务；基础软件服务；应用软件服务；软件开发；软件咨询；产品设计；模型设计；包装装潢设计；经济贸易咨询；文化咨询；体育咨询；公共关系服务；会议服务；工艺美术设计；电脑动画设计；企业策划、设计；设计、制作、代理、发布广告；市场调查；企业管理；企业管理咨询；组织文化艺术交流活动（不含营业性演出）；文艺创作；承办展览展示活动；影视策划；翻译服务；自然科学研究与试验发展；工程和技术研究与试验发展；医学研究与试验发展；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,专业化设计服务，社会经济咨询,阿****（认缴额：0.10万元，实缴额：--，股东类型：自然人股东）伊****（认缴额：9.90万元，实缴额：--，股东类型：自然人股东）,"伊****（经理,执行董事）阿****（监事）"
,中远****业开发有限公司,,91110108MA00BR****,11010802293****,魏****,其他有限责任公司,2017/2/13,"5,000(万元)",,,北京市海淀区高梁桥斜街28号7号楼208,房地产开发。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,房地产开发经营，房地产中介服务,中****（认缴额：--，实缴额：--，股东类型：企业法人）中****（认缴额：--，实缴额：--，股东类型：企业法人）,魏****（董事长）解****（董事）孙****（监事）魏****（经理）陈****（董事）
,北京****技有限公司,,91110108MA01C7****,11010802534****,王****,有限责任公司(自然人投资或控股),2018/5/17,105.2632万元,1881140****,https://www.bcamp.org/,北京市海淀区高梁桥斜街28号7号楼四层401室087,"技术开发、技术推广、技术转让、技术咨询、技术服务;计算机系统服务;基础软件服务;应用软件服务;软件开发;软件咨询;产品设计;模型设计;包装装潢设计;经济贸易咨询;文化咨询;公共关系服务;会议服务;工艺美术设计;电脑动画设计;企业策划、设计;设计、制作、代理、发布广告;市场调查;企业管理咨询;组织文化艺术交流活动(不含营业性演出);文艺创作;影视策划;翻译服务;自然科学研究与试验发展;工程和技术研究与试验发展;农业科学研究与试验发展;医学研究与试验发展;数据处理(数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外);销售自行开发的产品。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",专业化设计服务，其他文化艺术业,焦****（认缴额：67.37万元，实缴额：--，股东类型：自然人股东）王****（认缴额：10.53万元，实缴额：--，股东类型：自然人股东）戴****（认缴额：11.58万元，实缴额：--，股东类型：自然人股东）樊****（认缴额：5.26万元，实缴额：--，股东类型：自然人股东）刘****（认缴额：5.26万元，实缴额：--，股东类型：自然人股东）王****（认缴额：1.76万元，实缴额：--，股东类型：自然人股东）享****（认缴额：1.76万元，实缴额：--，股东类型：企业法人）张****（认缴额：1.75万元，实缴额：--，股东类型：自然人股东）,"王****（经理,执行董事）焦****（监事）"
,中泽****限公司,,91110108MA01ET****,11010802603****,刘****,有限责任公司(自然人独资),2018/9/26,10000万元,1980476****,,北京市海淀区高梁桥斜街28号9号楼四层404室251,"工程研究与试验发展;技术开发、技术推广、技术转让、技术咨询、技术服务;销售自行开发的产品;计算机系统服务;基础软件服务、应用软件服务;软件开发;软件咨询;产品设计;模型设计;包装装潢设计;教育咨询(中介服务除外);经济贸易咨询;文化咨询;体育咨询;公共关系服务;会议服务;工艺美术设计;电脑动画设计;企业策划;设计、制作、代理、发布广告;市场调查;企业管理咨询;组织文化艺术交流活动(不含营业性演出);文艺创作;承办展览展示活动;影视策划;翻译服务;自然科学研究与试验发展;数据处理(数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外)。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",专业化设计服务，软件开发,"史****（认缴额：10,000万元，实缴额：--，股东类型：自然人股东）","刘****（经理,执行董事）佟****（监事）"
,北京****技有限公司,,91110108MA01KQ****,,罗****,有限责任公司(自然人投资或控股),2019/6/13,100万元,,,北京市海淀区高梁桥斜街28号7号楼六层605室097,"技术开发、技术咨询、技术交流、技术转让、技术推广、技术服务;组织文化艺术交流活动(不含营业性演出);软件开发;基础软件服务;应用软件服务;计算机系统服务;设计、制作、代理、发布广告;承办展览展示活动;会议服务;自然科学研究和试验发展;工程和技术研究和试验发展;农业科学研究和试验发展;包装装潢设计;模型设计;软件开发;工艺美术设计;医学研究和试验发展。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",专业化设计服务，医学研究和试验发展,罗****（认缴额：99万元，实缴额：--，股东类型：自然人股东）秦****（认缴额：1万元，实缴额：--，股东类型：自然人股东）,"秦****（监事）罗****（经理,执行董事）"
,北京****顺文化有限公司,,91110108MA01DC****,,王****,有限责任公司(自然人投资或控股),2018/7/10,10万元,6471****,,北京市顺义区仁和镇军营街16号院6号楼10层1001,"组织文化艺术交流活动(不含营业性演出);技术开发、技术推广、技术转让、技术咨询、技术服务;计算机系统服务;基础软件服务;应用软件服务;软件开发;软件咨询;产品设计;模型设计;包装装潢设计;经济贸易咨询;文化咨询;体育咨询;公共关系服务;会议服务;工艺美术设计;电脑动画设计;企业策划、设计;设计、制作、代理、发布广告;市场调查;企业管理;企业管理咨询;文艺创作;承办展览展示活动;影视策划;翻译服务;自然科学研究与试验发展;工程和技术研究与试验发展;医学研究与试验发展;数据处理(数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外)。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",专业化设计服务，其他未列明商务服务业,王****（认缴额：4万元，实缴额：--，股东类型：自然人股东）王****（认缴额：6万元，实缴额：--，股东类型：自然人股东）,"王****（监事）王****（经理,执行董事）"
,北京****农科技有限公司,,91110108MA01D7****,,梁****,有限责任公司(自然人投资或控股),2018/7/2,10万元,6471****,,北京市通州区滨榆东路2号院15号楼3层301,"技术开发、技术推广、技术转让、技术咨询、技术服务;计算机系统服务;基础软件服务;应用软件服务;软件开发;软件咨询;产品设计;模型设计;包装装潢设计;经济贸易咨询;文化咨询;体育咨询;公共关系服务;会议服务;工艺美术设计;电脑动画设计;企业策划、设计;设计、制作、代理、发布广告;市场调查;企业管理;企业管理咨询;组织文化艺术交流活动(不含营业性演出);文艺创作;承办展览展示活动;影视策划;翻译服务;自然科学研究与试验发展;工程和技术研究与试验发展;医学研究与试验发展;数据处理(数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外)。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",专业化设计服务，社会经济咨询,侯****（认缴额：0.10万元，实缴额：--，股东类型：自然人股东）梁****（认缴额：9.90万元，实缴额：--，股东类型：自然人股东）,"梁****（经理）梁****（经理,执行董事）侯****（监事）"
,,,,,,,,,,,,,,,
易亨·苏州街创业园,,,,,,,,,,,,,,,
,北京****餐饮管理有限公司,,91110108MA0056****,11010802112****,刘****,有限责任公司(自然人独资),2016/4/29,10(万元),1891153****,,北京市海淀区苏州街75号22幢平房1号,餐饮管理；餐饮服务（制售中餐）。（企业依法自主选择经营项目，开展经营活动；餐饮服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,小吃服务，正餐服务,刘****（认缴额：10万元，实缴额：--，股东类型：自然人股东）,毛****（监事）刘****（经理）刘****（执行董事）
,北京****店有限公司,北京兆安旅馆有限公司,91110108802081****,11010800265****,闻****,有限责任公司(自然人投资或控股),2001/4/20,100(万元),6288****,,北京市海淀区一亩元28号,住宿；洗浴；中餐；销售饮料、酒；（其中“洗浴；中餐；销售饮料、酒”限分支机构经营）；工程设计；境内旅游业务；酒店管理；房地产开发；企业管理咨询；经济贸易咨询；文艺演出票务代理、体育赛事票务代理、展览会票务代理、博览会票务代理；火车票销售代理；航空机票销售代理；企业策划、设计；技术开发、技术咨询、技术转让、技术服务；计算机培训(不得面向全国招生)；机械设备租赁（不含汽车租赁）；销售食用农产品、日用品、珠宝首饰、黄金制品、工艺品、汽车、计算机、软件及辅助设备、家具、电子产品、建筑材料、机械设备；出租商业用房；体育运动项目经营（高危险性体育项目除外）；物业管理；承办展示展览活动；会议服务；组织文化艺术交流活动（不含营业性演出）；机动车公共停车场服务；计算机维修；建筑物清洁服务；汽车租赁（不含九座以上乘用车）。（企业依法自主选择经营项目，开展经营活动；境内旅游业务、工程设计以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,其他未列明商务服务业，会议及展览服务,骆****（认缴额：50万元，实缴额：--，股东类型：自然人股东）闻****（认缴额：50万元，实缴额：--，股东类型：自然人股东）,"闻****（总经理,执行董事）骆****（监事）"
,北京****际贸易有限公司,,91110108750146****,11010800567****,贾****,有限责任公司(自然人独资),2003/4/28,"1,000(万元)",010-8256****,www.rayxer.com,北京市海淀区苏州街75号鼎钧大厦4号楼501A,销售计算机及辅助设备、电子产品、机械设备、通讯设备、化工产品（不含危险化学品及一类易制毒化学品）、五金交电、建筑材料、工艺品、日用品、针纺织品、文化用品、体育用品、家具；货物进出口、技术进出口、代理进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,机械设备、五金产品及电子产品批发，家用电器批发,贾****（持股比例：100.00%，认缴出资额：50万元，股东类型：自然人股东）,杜****（监事）贾****（经理）贾****（执行董事）
,北京****科技有限公司,,91110108748124****,11010800555****,柳****,有限责任公司(自然人投资或控股),2003/3/17,50(万元),010-6263****,,北京市海淀区苏州街75号7号楼109室,技术开发、技术推广、技术转让、技术咨询、技术服务、技术培训；销售计算机、软件及辅助设备、电子产品、五金交电、家用电器、通讯设备、文化用品、日用品、服装、工艺品；日用品修理；家用电器修理；仪器仪表维修；办公设备维修。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）,机械设备、五金产品及电子产品批发，家用电器批发,邹****（持股比例：60.00%，认缴出资额：30万元，股东类型：自然人股东）柳****（持股比例：40.00%，认缴出资额：20万元，股东类型：自然人股东）,邹****（监事）邹****（经理）邹****（董事）柳****（董事）柳****（董事长）
,北京****纸制品厂,,91110108700205****,11010800449****,张****,集体所有制（股份合作）,1999/1/27,300(万元),6224****,,北京市海淀区一亩元11号,制造纸制品，加工纸张。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),加工纸制造，纸制品制造,张****（认缴额：--，实缴额：--，股东类型：自然人股东）张****（认缴额：--，实缴额：--，股东类型：自然人股东）,张****（监事）张****（经理）张****（执行董事）
,北京****集科技有限公司,北京新宇通联科技有限公司,91110108580893****,11010801410****,张****,有限责任公司(自然人投资或控股),2011/8/1,600(万元),1352148****,www.digitalfair.net,北京市海淀区苏州街49号-3312室,技术开发、技术服务；销售机械设备、电子产品、计算机、软件及辅助设备；计算机维修；软件开发；计算机系统服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,软件开发，信息系统集成服务,孙****（持股比例：--，认缴出资额：0，股东类型：自然人股东）张****（持股比例：3.33%，认缴出资额：20万元，股东类型：自然人股东）,孙****（监事）张****（经理）张****（执行董事）
,北京****产评估有限公司,万家春(北京)商贸有限公司,91110108059249****,11010801546****,王****,有限责任公司(自然人投资或控股),2012/12/14,200(万元),010-5622****,,北京市朝阳区东三环中路39号院17号楼21层2503,资产评估；市场调查；企业管理咨询；技术开发、技术服务、技术转让；会议服务；企业策划。（企业依法自主选择经营项目，开展经营活动；资产评估以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,市场调查，社会经济咨询,王****（认缴额：150万元，实缴额：150万元，股东类型：自然人股东）王****（认缴额：--，实缴额：--，股东类型：自然人股东）田****（认缴额：--，实缴额：--，股东类型：自然人股东）,王****（监事）王****（经理）王****（执行董事）
,北京****达电子科技有限公司,,91110108067268****,11010801587****,刘****,,2013/5/10,100(万元),1381151****,,北京市海淀区苏州街75号4号楼124B,技术开发、技术咨询、技术转让、技术服务、技术推广；计算机系统服务；数据处理；应用软件服务；软件开发；经济贸易咨询；销售计算机、软件及辅助设备、机械设备、电子产品。（未取得行政许可的项目除外）,软件开发，数据处理和存储服务,刘****（持股比例：100.00%，认缴出资额：100万元，股东类型：自然人股东）,王****（监事）刘****（经理）刘****（执行董事）
,君维****评估有限公司,,91110108787752****,11000000948****,沈****,有限责任公司(自然人投资或控股),2006/4/13,500(万元),8262****,www.junweichengratings.com,北京市海淀区苏州街49-3号8层811室,提供企业信用评估；信用评估信息咨询（中介除外）；市场调查；技术培训；软件开发。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,市场调查，知识产权服务,么****（认缴额：--，实缴额：--，股东类型：自然人股东）沈****（认缴额：--，实缴额：--，股东类型：自然人股东）,么****（执行董事）沈****（经理）赵****（监事）
,北京****登记注册代理事务所,,91110000633759****,11000000322****,荣****,个人独资企业,1997/12/10,,010-8269****,,北京市海淀区知春路罗庄西里13号楼3层337室,承办登记注册代理业务；信息咨询；复印；打字。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,知识产权服务，会计、审计及税务服务,荣****（认缴额：--，实缴额：--，股东类型：自然人股东）,
,北京****海商店,,              ****,11010860053****,吴****,个体工商户,2002/6/12,,,,北京市海淀区苏州街75号,零售预包装食品（食品流通许可证有效期至2016年10月10日）、卷烟、雪茄烟（烟草专卖零售许可证有效期至2014年08月31日）；零售新鲜蔬菜、新鲜水果、日用品。（未取得行政许可的项目除外）,食品、饮料及烟草制品批发，超级市场零售,,
,北京****达投资管理有限公司,,91110108696371****,11010801234****,张****,有限责任公司(自然人投资或控股),2009/10/21,100(万元),1367134****,,北京市海淀区苏州街75号4号楼鼎钧大厦5层5606室,投资管理；资产管理；投资咨询；物业管理；技术咨询、技术服务；出租办公用房。（依法须经批准的项目，经相关部门批准后方可开展经营活动）（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,投资与资产管理，企业总部管理,张****（持股比例：60.00%，认缴出资额：60万元，股东类型：自然人股东）赵****（持股比例：40.00%，认缴出资额：40万元，股东类型：自然人股东）,张****（经理）张****（执行董事）王****（监事）
,北京****安汽车服务有限公司,,91110108695043****,11010801222****,唐****,有限责任公司(自然人投资或控股),2009/9/2,100(万元),6286****,,北京市海淀区一亩元18号海滨田耕旅馆311室,汽车租赁；汽车美容；洗车服务；会议服务；机动车公共停车场服务；建筑物清洁服务；技术开发、技术转让、技术咨询、技术服务；经济贸易咨询；家庭劳务服务。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),物业管理，其他道路运输辅助活动,鲁****（持股比例：0.50%，认缴出资额：0.50万元，股东类型：自然人股东）唐****（持股比例：99.50%，认缴出资额：99.50万元，股东类型：自然人股东）,尚****（监事）唐****（经理）唐****（执行董事）
,北京****贸易有限公司,,91110108553143****,11010801269****,徐****,有限责任公司(自然人独资),2010/3/17,30(万元),010-6256****,,北京市海淀区苏州街75号4号楼5层5116室,销售照相器材、电子产品、五金交电、机械设备、建筑材料、家用电器。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,家用电器批发，五金产品批发,徐****（持股比例：100.00%，认缴出资额：30万元，股东类型：自然人股东）,郭****（监事）徐****（经理）徐****（执行董事）
,北京****科技有限公司,,91110108685753****,11010801173****,余****,有限责任公司(自然人投资或控股),2009/3/10,50(万元),1366118****,,北京市海淀区苏州街75号4号楼2层2211室,技术开发、技术推广、技术转让、技术服务、技术咨询；计算机技术培训；销售计算机、软件及辅助设备、电子产品、通讯设备、机械设备、安全技术防范产品；计算机系统服务；数据处理；电脑动画设计。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),信息系统集成服务，软件开发,马****（持股比例：50.00%，认缴出资额：25万元，股东类型：自然人股东）余****（持股比例：50.00%，认缴出资额：25万元，股东类型：自然人股东）,余****（执行董事）余****（经理）马****（监事）
,北京****石油机电设备有限公司,,91110108740096****,11010800388****,张****,有限责任公司(自然人投资或控股),2002/6/13,300(万元),6224****,,北京市海淀区一亩元11号平房,销售仪器仪表、机械设备、计算机、软件及辅助设备、电子产品、通讯设备；技术开发、技术转让、技术服务、技术咨询。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),机械设备、五金产品及电子产品批发，农业技术推广服务,张****（持股比例：87.33%，认缴出资额：262万元，股东类型：自然人股东）张****（持股比例：12.67%，认缴出资额：38万元，股东类型：自然人股东）,周****（监事）张****（经理）张****（执行董事）
,北京****科贸有限公司,,91110108750148****,11010800566****,李****,有限责任公司(自然人投资或控股),2003/4/23,"1,000(万元)",1307115****,,北京市海淀区信息路15号5层516室,技术推广、技术开发、技术转让、技术咨询、技术服务；计算机系统服务；数据处理；应用软件服务；基础软件服务；计算机维修；企业管理咨询；经济贸易咨询；会议服务；承办展览展示活动；专业承包；销售计算机、软件及辅助设备、电子产品、机械设备、五金交电、文化用品、通讯设备、家用电器、工艺品。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，信息系统集成服务,李****（持股比例：2.97%，认缴出资额：15万元，股东类型：自然人股东）李****（持股比例：97.03%，认缴出资额：490万元，股东类型：自然人股东）,李****（监事）李****（总经理）李****（执行董事）
,北京****头工业油脂有限公司,,91110108672380****,11010801079****,马****,有限责任公司(自然人投资或控股),2008/2/1,50(万元),8268****,,北京市海淀区人民大学北路33号院1号楼20层2007室,销售化工产品（不含危险化学品及一类易制毒化学品）；技术开发、技术推广、技术转让、技术咨询、技术服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，技术推广服务,马****（持股比例：80.00%，认缴出资额：40万元，股东类型：自然人股东）尹****（持股比例：20.00%，认缴出资额：10万元，股东类型：自然人股东）,尹****（监事）马****（总经理）马****（执行董事）
,北京****医研究院,,91110108762171****,11010800692****,孙****,集体所有制（股份合作）,2004/5/9,100(万元),8589****,,北京市海淀区苏州街49号5层507室,医学研究与试验发展；健康咨询（须经审批的诊疗活动除外）；技术开发、技术推广、技术转让、技术咨询、技术服务；销售化妆品、医疗器械I类、日用品、文化用品；承办展览展示活动（不含营业性演出）；批发药品；零售药品。（企业依法自主选择经营项目，开展经营活动；批发药品、零售药品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,医学研究和试验发展，医药及医疗器材批发,周****（认缴额：--，实缴额：--，股东类型：自然人股东）王****（认缴额：--，实缴额：--，股东类型：自然人股东）,汪****（监事）周****（经理）周****（执行董事）
,北京****骄集团有限公司,北京泽瑞天骄投资管理有限公司,91110108339800****,11010801903****,丘****,有限责任公司(自然人投资或控股),2015/5/5,"36,660(万元)",010-6212****,,北京市海淀区苏州街75号4号楼1层1111室,投资管理；资产管理；技术开发、技术转让、技术咨询、技术服务、技术推广；自然科学研究与试验发展；工程和技术研究与试验发展；企业管理；市场调查；经济贸易咨询；投资咨询；企业管理咨询；企业策划、设计；教育咨询（中介服务除外）；文化咨询；体育咨询；设计、制作、代理、发布广告；会议服务；承办展览展示活动；组织文化艺术交流活动（不含营业性演出）；货物进出口、技术进出口、代理进出口。(1、不得以公开方式募集资金；2、不得公开交易证券类产品和金融衍生品；3、不得发放贷款；4、不得向所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),社会经济咨询，其他专业咨询,"丘****（持股比例：5.00%，认缴出资额：1,833万元，股东类型：自然人股东）刘****（持股比例：95.00%，认缴出资额：34,827万元，股东类型：自然人股东）",刘****（监事）丘****（经理）丘****（执行董事）
,,,,,,,,,,,,,,,
博亚信诚创业园,,,,,,,,,,,,,,,
